0.166666666667 1.84790450144e+40
0.333333333333 3.51673143804e+40
0.5 5.02679196655e+40
0.666666666667 6.39955708577e+40
0.833333333333 7.65292795263e+40
1.0 8.80182781632e+40
1.16666666667 9.85879236378e+40
1.33333333333 1.08344286802e+41
1.5 1.17377723884e+41
1.66666666667 1.25765682643e+41
1.83333333333 1.33574927938e+41
2.0 1.40863322183e+41
2.16666666667 1.47681261194e+41
2.33333333333 1.54072840817e+41
2.5 1.6007681143e+41
2.66666666667 1.65727364011e+41
2.83333333333 1.71054781444e+41
3.0 1.76085981268e+41
3.16666666667 1.80844970416e+41
3.33333333333 1.85353228147e+41
3.5 1.89630030056e+41
3.66666666667 1.93692723491e+41
3.83333333333 1.97556962649e+41
4.0 2.01236910088e+41
4.16666666667 2.04745410114e+41
4.33333333333 2.08094138526e+41
4.5 2.11293732375e+41
4.66666666667 2.14353902808e+41
4.83333333333 2.17283533489e+41
5.0 2.20090766712e+41
5.16666666667 2.22783078966e+41
5.33333333333 2.25367347419e+41
5.5 2.27849908571e+41
5.66666666667 2.30236610136e+41
5.83333333333 2.32532857026e+41
6.0 2.34743652229e+41
6.16666666667 2.36873633202e+41
6.33333333333 2.38927104353e+41
6.5 2.40908066093e+41
6.66666666667 2.42820240854e+41
6.83333333333 2.4466709645e+41
7.0 2.46451867075e+41
7.16666666667 2.48177572212e+41
7.33333333333 2.4984703368e+41
7.5 2.51462891033e+41
7.66666666667 2.53027615479e+41
7.83333333333 2.54543522467e+41
8.0 2.56012783097e+41
8.16666666667 2.57437434453e+41
8.33333333333 2.58819388966e+41
8.5 2.60160442908e+41
8.66666666667 2.61462284074e+41
8.83333333333 2.62726498748e+41
9.0 2.63954577983e+41
9.16666666667 2.65147923271e+41
9.33333333333 2.66307851618e+41
9.5 2.67435600093e+41
9.66666666667 2.68532329843e+41
9.83333333333 2.69594625319e+41
10.0 2.70551957159e+41
10.1666666667 2.71345251492e+41
10.3333333333 2.71987221844e+41
10.5 2.72489541794e+41
10.6666666667 2.72862940643e+41
10.8333333333 2.73117320548e+41
11.0 2.73261840264e+41
11.1666666667 2.73304946818e+41
11.3333333333 2.73254425251e+41
